Offer ID,Title,Location,Description,Contract Type,Salary,Education,Experience,Industry,Skills,Posted Date,Hiring Date,Deadline,Contract Duration,URL
MOY1100-ALLMAR-021,Responsable exploitation BTP (H/F),GRENOBLE,"En tant que responsable du pôle « exploitation et maintenance », votre mission principale sera d'assurer la gestion du patrimoine immobilier de la délégation Alpes en prenant en compte les enjeux liés à l’impact environnemental des constructions et des bâtiments (60 000 m2 de planchers, 51 bâtiments, 2 millions de m2 de terrains).",IT en contrat CDD,4229,BAC+3/4,Indifférent,Chargé-e de la maintenance et de l'exploitation du patrimoine immobilier,"Compétences techniques  (savoirs, savoir-faire) :-Connaître les techniques d'installation et de maintenance des équipements-Connaître la méthodologie de conduite de projet-Savoir gérer les situations de crise-Maîtriser la gestion d’un budget-Maîtriser les techniques de négociation auprès de prestataires (MOE, AMOA, etc.) et de fournisseurs-Maîtriser les techniques d’animation de réseaux (e.g. CTB, Correspondants Techniques des Bâtiments)Compétences transverses / interpersonnelles (savoirs-être – soft skills) :-Travail en équipe et esprit d’équipe-Faire preuve d’organisation et définir des priorités-Capacité à convaincre et à mobiliser -Avoir un sens critique -Savoir partager l'état d'avancement de son activité ; savoir alerter Compétences managériales :-Une première expérience en management serait apprécié-Esprit d'analyse et de synthèse-Aisance relationnelle-Sens de la communication-Animer et mobiliser un collectif",mardi 21 janvier 2025,01-04-2025,11-02-2025,7 mois,https://emploi.cnrs.fr/Offres/CDD/MOY1100-ALLMAR-021/Default.aspx
UAR3598-ARIALL-038,Chargé/chargée de projets d’information documentaire au sein de l’IR* Huma-Num CNRS H/F,AUBERVILLIERS,"La personne recrutée, dans le cadre du PEPR ICCARE (Industries Culturelles et Créatives : Action, Recherche, Expérimentation), sera chargée de la mise en œuvre et du suivi, sous la responsabilité de la direction de l’IR* Huma-Num, d’un pôle d’expertise sur la qualité des données et métadonnées des industries culturelles et créatives.",IT en contrat CDD,3308,BAC+3/4,Indifférent,Chargé-e des systèmes d'information documentaire,"- Bonne connaissance du contexte français et européen de la gestion des données de la recherche et de leur interopérabilité- Connaissance des institutions culturelles aux niveaux français et européens- Connaissance des industries culturelles et créatives et du domaine de la recherche en sciences humaines et sociales- Expérience pour la coordination, l’animation et le reporting de groupes de travail  - Méthodologie de conduite de projet- Aisance dans les relations avec des partenaires provenant de structures différentes- Pratiques de mise en œuvre de la science ouverte basée sur les principes FAIR (Findable, Accessible, Interoperable, Reusable) dans les projets de recherche (eg. PGD)- Bonne connaissance de la problématique des formats de données (Dublin Core, XML, …)- Expertise dans le domaine de la gestion des métadonnées, de leur qualité et de leur exploitation- Sensibilité à la dimension légale des données (eg. RGPD)- Anglais parlé et écrit idéalement niveau B2 (cadre européen commun de référence pour les langues) Savoir-être :- Rendre compte à sa hiérarchie- Travailler en équipe- Capacité d’adaptation - Faire preuve de réactivité, de pragmatisme  - S'organiser, hiérarchiser les tâches, gérer les priorités et les délais- Adapter sa communication à ses interlocuteurs",mardi 21 janvier 2025,01-03-2025,01-03-2025,12 mois,https://emploi.cnrs.fr/Offres/CDD/UAR3598-ARIALL-038/Default.aspx
UMR9198-JACOBE-003,CDD AI pour la transformation d'organismes hyperthermophiles anaérobies (H/F),GIF SUR YVETTE,"Le projet proposé participe à l’étude du processus d’eucaryogenèse, c’est-à-dire la complexification progressive qui a permis aux cellules procaryotes d’évoluer vers les cellules eucaryotes. Il consistera à ajouter à ces cellules procaryotes un certain nombre de gènes eucaryotes caractéristiques déjà identifiés par approche bio-informatique. Les dernières études de phylogénie ont montré que les eucaryotes ont évolué à partir d’organismes semblables aux archées Asgard actuelles. Ces dernières possèdent déjà plusieurs caractéristiques eucaryotes. Or ces Asgard sont difficilement manipulables au laboratoire. Nous utiliserons dès comme organismes récipients les archées manipulables les plus proches phylogénétiques des Asgard à savoir les archées hyperthermophiles Sulfolobales et Thermococcales. Dans le cadre de ce projet, le candidat mettra en œuvre différentes technologies de l’ADN recombinant pour introduire per transformation et exprimer des gènes identifiés ci-dessus dans un organisme hôte de l’ordre des Thermococcales. Le candidat observera ensuite les modifications phénotypiques associées à ces transformations.",IT en contrat CDD,2477,BAC + 2,Indifférent,"Assistant-e ingénieur-e en biologie, sciences de la vie et de la terre","•	Biologie moléculaire telle que l’amplification PCR, le clonage par enzymes de restriction ou par méthode de Gibson, la mutagenèse à site dirigé, la purification de plasmides, la transformation plasmidique de bactéries ou d’archées, la culture d’archées et l’observation phénotypique des organismes transformés par microscopie optique et électronique (en collaboration).•	Réglementation en matière d'hygiène et de sécurité•	Langue anglaise : B1 (cadre européen commun de référence pour les langues)•	Utiliser des matériels d'analyse et d'expérimentation en biologie•	Utiliser les logiciels spécifiques à l'activité•	Rédiger des procédures techniques•	Gestion journalière du cahier de laboratoire•	Transmettre des connaissances",lundi 20 janvier 2025,01-03-2025,10-02-2025,12 mois,https://emploi.cnrs.fr/Offres/CDD/UMR9198-JACOBE-003/Default.aspx
UMR7592-PAUCON-010,Ingénieur(e) en biologie moléculaire et drosophile (H/F),PARIS 13,"Le rôle principal du candidat retenu sera de générer de nouvelles lignées de mouches pour l'équipe en utilisant la technique du CRISPR cas9. Cela inclura le marquage des gènes et la génération de mutants génétiques. Pour ce faire, le candidat générera des plasmides d'ADN en utilisant des techniques standard de biologie moléculaire (par exemple, préparation de plasmides à partir de bactéries, PCR, réactions de clonage moléculaire, transformations) pour les envoyer à une compagnie spécialisée pour être injectées dans des Drosophiles.A la réception des lignés des mouches, le candidat utilisera des techniques standard d'élevage de Drosophile, notamment la sélection des mâles et des femelles du génotype correct et la mise en place de croisements de Drosophile. Il vérifiera également les nouvelles lignées à l'aide de PCR et d'analyses microscopiques (par exemple, en vérifiant que les cellules expriment correctement le signal GFP). En outre, le candidat devra également aider les autres membres de l'équipe, par exemple en effectuant des croisements de Drosophile pour créer de nouveaux stocks, en amplifiant des stocks et en collectant du matériel tissulaire pour les expériences. Dans l'ensemble, une fois formé, nous nous attendons à ce que le candidat soit capable de générer des lignées de mouches de manière autonome.",IT en contrat CDD,3163,BAC+5,Indifférent,Ingénieur-e en techniques biologiques,"Une connaissance théorique du clonage moléculaire (par exemple, séquences d'ADN, réactions PCR, digestion par des enzymes de restriction, préparation de plasmides à partir de bactéries, ligature d'ADN, réactions d'assemblage d'ADN). Une expérience pratique de ces techniques est un avantage.Une expérience pratique avec les Drosophiles est un avantage mais ce n'est pas essentielle car elle peut être facilement acquise.Compétences informatiques de base.Bonnes compétences interpersonnelles pour travailler efficacement en équipe.La capacité de travailler en anglais - équivalent du niveau B2.",lundi 20 janvier 2025,17-02-2025,10-02-2025,24 mois,https://emploi.cnrs.fr/Offres/CDD/UMR7592-PAUCON-010/Default.aspx
UMR7323-SOLSER-004,"(H/F) Chargé(e) de communication, dissémination et valorisation du programme Industries culturelles et créatives (PEPR ICCARE)",TOURS,"Dans le cadre du quatrième programme d’investissement d’avenir (PIA4), le CNRS Sciences humaines et sociales pilote le programme de recherche Industries culturelles et créatives (PEPR ICCARE), doté de 25M€. Ce programme a pour vocation de répondre aux besoins d’accélération des industries culturelles et créatives (ICC) en renforçant les liens entre les acteurs de la recherche et les acteurs des ICC. Pour ce faire, il favorise l’interdisciplinarité entre les communautés des sciences humaines et sociales et sciences de l’informatique, crée les conditions d’une rencontre et d’un dialogue soutenu entre la recherche et les ICC, mène une action constante entre la recherche et les ICC dans une démarche de co-construction, de co-réalisation et de co-valorisation (Sciences avec et pour les ICC). Le programme est organisé en sept projets : un projet de gouvernance et d’animation (ICCARE-Lab), six projets thématiques, et sera complété par des projets en réponse à un appel à projet géré par l’ANR. Il est doté de 25 M€ sur 6 ans. Le ou la chargé(e) de la communication met en œuvre la stratégie de communication, de dissémination et de valorisation, en interaction étroite avec les directeurs du PEPR et de la cheffe de programme.",IT en contrat CDD,3514,BAC+3/4,1 à 4 années,Chargé-e de communication,"Savoir-faire :- Maîtrise du français et de l’anglais (écrit, lu et parlé)- Maîtrise des logiciels spécifiques à l’activité de communication, dissémination et de valorisation ;- Savoir utiliser les logiciels spécifiques à l’activité de communication, dissémination et de valorisation ;- Rédiger des contenus adaptés aux publics ;  Savoir-être :- Capacité à travailler en équipe et avec différents interlocuteurs ;- Capacité à être autonome tout en respectant sa hiérarchie ;- Capacité organisationnelle, réactivité, rigueur, esprit d’initiative et sens du contact ;- Sens de l’organisation- Rigueur, fiabilité- Faire preuve de discrétion et de confidentialité.",lundi 20 janvier 2025,01-03-2025,10-02-2025,12 mois,https://emploi.cnrs.fr/Offres/CDD/UMR7323-SOLSER-004/Default.aspx
UMR7263-KHEBOU-052,H/F Ingénieur de recherche - suivi de collemboles dans les paysages artificiels,AIX EN PROVENCE,Mise en place et suivi d'expérimentations en laboratoire Analyses statistiques Rédaction publications scientifiques collecte de données - expérimentations saisie et analyses de données valorisation des résultats à travers des,IT en contrat CDD,3276,BAC+5,Indifférent,Ingénieur-e biologiste en analyse de données,"Travail minutieux en laboratoireBonne capacité créative et manuelle (fabrication de paysages à façon)Niveau anglais Écologie et écologie des paysages, écologie spatiale",samedi 18 janvier 2025,01-03-2025,08-02-2025,3 mois,https://emploi.cnrs.fr/Offres/CDD/UMR7263-KHEBOU-052/Default.aspx
UMR5275-FABCAR-110,Gestionnaire financière (H/F),ST MARTIN D HERES,"Dans un contexte multi-tutelle, CNRS, Université Grenoble Alpes (UGA), Université Savoie Mont Blanc et IRD, le gestionnaire financier et comptable participe à l'exécution du budget en assurant les dépenses (commandes, missions) d'une ou plusieurs équipes de recherche, services et plateformes. Il sera l'interlocuteur privilégié des responsables d'équipe, de services et de plateformes et aura en charge la gestion de ces équipes, services et plateformes. Il sera référent en matière d'achats UGA et CNRS, des lignes de crédits CNRS et UGA  ainsi que des missions CNRS et UGA.",IT en contrat CDD,1899,BAC,1 à 4 années,Gestionnaire financier-e et comptable,"- Connaissance en matière de comptabilité publique- Maîtriser la règlementation en matière d'achats publics- Connaissance souhaitée des logiciels de gestion utilisés (ETAMINE NOTILUS, SIFAC et/ou GESLAB)- Maîtriser les techniques de secrétariat/gestion administrative- Savoir mettre en œuvre des procédures- Connaissances en langue anglaise : A1 à A2 (cadre européen commun de référence pour les langues)- Communiquer et faire preuve de pédagogie- Savoir travailler en équipe- Sens de la confidentialité- Rigueur / Fiabilité",vendredi 17 janvier 2025,01-04-2025,17-02-2025,12 mois,https://emploi.cnrs.fr/Offres/CDD/UMR5275-FABCAR-110/Default.aspx
UAR3631-NAINAO-001,Ingénieur Bioinformatique H/F,PARIS 05,"La plateforme de bioinformatique InforBio recherche un.e ingénieur.e pour un CDD de 12 à 18 mois (en fonction de l'expérience). L’ingénieur.e aura à charge le suivi d’un projet sur de petits ARN, en étroite collaboration avec l’équipe Transgenerational Epigenetics & small RNA biology de l’IBPS à Sorbonne Université (https://www.ibps.sorbonne-universite.fr/fr/Recherche/umr-biologie-developpement/epigenetique-transgenerationnelle-biologie-petits-arn) et pourra s’impliquer sur différents projets de la plateforme en fonction de son profil.",IT en contrat CDD,2350,BAC+5,Indifférent,Ingénieur-e biologiste en analyse de données,"- Maîtrise des outils et langages de programmation couramment utilisés en bioinformatique (Python ou R, Bash).- Expertise dans le traitement de données NGS, en particulier transcriptomiques (RNA-seq, petits ARN) et épigénomiques (ChIP-Seq).-  Bonnes notions en génétique moléculaire.- Manipulation de fichiers BAM, outils d’alignement (Bowtie, BWA)- Connaissance des bases de données génomiques (Ensembl, NCBI, UCSC, etc.), et des outils d’annotation de génomes - Capacité à collaborer au sein d’équipes multidisciplinaires (biologistes, bioinformaticiens).- Sens de l’organisation et capacité à gérer des projets avec des délais définis.- Excellentes compétences en communication scientifique, écrite et orale.Une expérience avec des outils d’analyse des modifications d’ARN issus de séquençage ONT nanopore serait un plus.",mercredi 22 janvier 2025,01-04-2025,12-02-2025,10 mois,https://emploi.cnrs.fr/Offres/CDD/UAR3631-NAINAO-001/Default.aspx
UMR7346-ANNPOR-148,Ingénieur dans la mission spatiale EUCLID (H/F),MARSEILLE 09,"Développement, intégration et validation de simulations numériques pour la mission spatiale Euclid.",IT en contrat CDD,3117,Doctorat,Indifférent,Chef-fe de projet ou expert-e en Ingéniérie logicielle,"La personne qui candidate à ce poste doit avoir :•	Diplôme en physique, ou astrophysique ou diplôme d’ingénieur.•	Connaissances approfondies en génie logiciel et calcul scientifique•	Connaissances avancées en traitement de données et d'images, en particulier en astronomie.Savoir-faire :•	Maitrise des langages de programmation C/C++/Python•	Bonnes pratiques d'évaluation de la qualité des codes•	Bonne connaissance du système d’exploitation Linux/Unix et des machines virtuelles•	Langue anglaise : niveau C2 ou C1 (cadre européen commun de référence pour les langues)•	Rédaction des rapports techniques en anglaisSavoir être :•	Capacité à travailler en équipe et au sein d’une grande collaboration internationale.•	Une expérience dans les simulations et/ou la réduction de données en astronomie/cosmologie sera un plus.•	Possibilité de joindre des lettres de recommandation à votre candidature.",jeudi 16 janvier 2025,01-03-2025,01-03-2025,12 mois,https://emploi.cnrs.fr/Offres/CDD/UMR7346-ANNPOR-148/Default.aspx
UAR3266-AURROP-005,Assistant de direction H/F - Réf. 398,CAEN,Assister la Responsable du User Office dans la préparation et le déroulement du Comité d’Évaluation scientifique des expériences du GANIL et l’accueil des expérimentateurs. Apporter un soutien à l’Assistante de direction dans ses missions auprès de la Direction du GANIL.,IT en contrat CDD,2640,BAC + 2,5 à 10 années,Assistant-e en gestion administrative,"Connaissances : • Connaissances générales des techniques d’organisation et de gestion administrative • Connaissance des logiciels bureautiques et de gestion (Word, Excel, Power Point, SAP)• Connaissance de la fonction publique serait un plusSavoir-faire : • Gérer les agendas• Organiser des réunions• Organiser des déplacements• Maîtriser les outils de gestion et de communication informatiques• Concevoir des tableaux de bord• Appliquer et faire appliquer les textes réglementaires• Rédiger des rapports et des documents • Maîtriser la langue anglaise : niveau B2 (cadre européen commun de référence pour les langues)Savoir-être :• Bon relationnel• Capacité à communiquer et à rendre compte• Sens du service• Sens de l’organisation• Discrétion et confidentialité• Rigueur",lundi 23 décembre 2024,01-03-2025,24-03-2025,12 mois,https://emploi.cnrs.fr/Offres/CDD/UAR3266-AURROP-005/Default.aspx
UMR7293-BENCAR-007,Ingénieur H/F en génie logiciel / calcul scientifique pour centre de données,NICE,"Dans le cadre de l'étude préliminaire à la mise en place d'un centre de données et de services dédié à l'étude des petits corps du système solaire:- étudier les solutions logicielles à la mise en place de chaines de traitement,- participer à une ou plusieurs phases du cycle de vie des logiciels (analyse, développement, qualification, intégration, déploiement dans le respect du cahier des charges, des normes et des règles de sécurité),- assumer des responsabilités de gestion de projet pour la ou les phases prises en charge.",IT en contrat CDD,2854,BAC+3/4,Indifférent,Ingénieur-e en calcul scientifique,- Méthodologie de conduite de projet (Connaissance approfondie)- Génie logiciel (connaissance approfondie)- Méthodes de modélisation et de développement (connaissance approfondie)- Méthodes d’analyse et de conception- Méthodes de mise en production- Protocoles de communication- Méthodologie de tests- Langage de programmation: python et programmation graphique- Référentiel des bonnes pratiques- Sécurité des systèmes d’information et de communication- Anglais technique,jeudi 23 janvier 2025,01-04-2025,13-02-2025,12 mois,https://emploi.cnrs.fr/Offres/CDD/UMR7293-BENCAR-007/Default.aspx
UMR7538-ETICAN-001,Ingénieur de recherche en photonique et métrologie du temps-fréquence (H/F),VILLETANEUSE,"Dans le cadre du projet européen SENSEI - Smart European Networks for Sensing the Environment and Internet quality, au sein d’une équipe projet pluridisciplinaire, vous assurerez la conception et le développement de dispositifs expérimentaux exploitant la fibre optique des réseaux de télécommunication. Vous participerez à l’étude des besoins scientifiques de ces dispositifs, ainsi qu’aux tests en laboratoire et sur le terrain. Vous développerez plus précisément des prototypes basés sur de l’interférométrie laser cohérente en exploitant des techniques de détection avancées, bas bruit et rapides, via des modulations de polarisation, de fréquence et/ou d’amplitude de la source laser ultra-bas bruit, afin de mesurer la déformation de la fibre induite par l’environnement.L’enjeu est de développer des techniques de performances extrêmes en termes de sensibilité et de portée grâce à l’utilisation de sources lasers cohérentes et bas-bruit, tout en étant implémenté sur des réseaux de télécommunications opérationnels, sans perturber le trafic de données existant.Ces développements allieront optique, photonique et électronique et se baseront plus particulièrement sur de l’ingénierie laser, optique fibrée, interférométrie optique de haute résolution et électronique bas bruit. Ces développements permettront d’utiliser les réseaux fibrés existants, et notamment le réseau de l’infrastructure de recherche REFIMEVE, comme capteurs à grande échelle pour les géosciences, la physique fondamentale et appliquée, mais aussi la surveillance sismique et climatique, l'intégrité des réseaux et la surveillance d’infrastructures. Des retombées scientifiques et sociétales importantes sont attendues. Des partenariats industriels existants devraient faciliter le transfert des développements réalisés dans le cadre de ce projet.",IT en contrat CDD,2900,Doctorat,1 à 4 années,Expert-e en développement d'expérimentation,"- Formation : Vous êtes titulaire d’un doctorat (ou à défaut d’un diplôme d’ingénieur) dans le domaine de l’optique/photonique, de l’électronique ou ingénierie.- Expérience professionnelle : Vous justifiez idéalement d'une expérience de développement expérimental important alliant photonique et électronique bas bruit. Vous avez une expérience en traitement du signal, en métrologie et avez un goût prononcé pour le développement instrumental.- Compétences souhaitées :•	Connaissances approfondies en techniques et sciences de l'ingénieur, et plus particulièrement en traitement du signal•	Connaissances approfondies en photonique•	Connaissances générales en physique, analyse et traitement de données, électronique •	Connaissances de base en conduite de projet•	Techniques de présentation écrite et orale•	Anglais (lu, écrit et parlé)•	Participer activement à un projet de développement instrumental complexe avec des académiques et des industriels, piloter des sous-projets•	Planifier et gérer son activité en coordination étroite avec les partenaires, maitriser en conséquence les échéances et délais prévisionnels du projet- Qualités : créativité, autonomie, rigueur, organisation et sens critique. Capacité à travailler dans un environnement multidisciplinaire et international.Expérience souhaitée : 1 à 4 ans. Les candidatures sans expérience seront également étudiées.",mardi 17 décembre 2024,01-02-2025,18-03-2025,24 mois,https://emploi.cnrs.fr/Offres/CDD/UMR7538-ETICAN-001/Default.aspx
UMR7358-AURDID-008,Gestionnaire administratif et financier (H/F),VANDOEUVRE LES NANCY,Le ou la gestionnaire administrative assistera les actions du service logistique et bâtiment en collaboration avec le responsable bâtiment et la responsable administrative de l’Unité.,IT en contrat CDD,2229,BAC,Indifférent,Technicien-ne en gestion administrative,"Savoirs / connaissances :- Posséder des notions de base en gestion budgétaire et comptable dans la fonction publique- Connaître les techniques de secrétariat et de gestion administrative- Maîtriser les outils bureautiques- Connaître l'environnement professionnel d'une Unité de recherche serait un plus- Niveau d'anglais A2 minimum appréciéSavoir-faire :- Respecter les procédures et la règlementation- Organiser et gérer les priorités- Rédiger des courriers et comptes-rendus- Concevoir et réaliser le suivi de tableaux de bord- Classer, archiver- Savoir rendre compteSavoir-être :- Rigueur, organisation, discrétion- Ponctualité- Bon sens du relationnel et du travail en équipe- Bonne capacité d'adaptabilité- Curiosité, prêter intérêt aux activités de l'Unité",jeudi 16 janvier 2025,01-04-2025,24-02-2025,6 mois,https://emploi.cnrs.fr/Offres/CDD/UMR7358-AURDID-008/Default.aspx
UAR3598-ARIALL-039,Chargé/chargée d’enquête documentaire au sein de l’IR* Huma-Num CNRS H/F,AUBERVILLIERS,"La personne est recrutée dans le cadre du PEPR ICCARE (Industries Culturelles et Créatives : Action, Recherche, Expérimentation) au sein du pôle d’expertise sur les données/métadonnées des ICC.Elle sera chargée de la conception, de la réalisation et de l’analyse d’une enquête sur l’état des lieux actuel des données et des métadonnées des ICC en France. Pour cette tâche, elle sera en binôme avec un contributeur du projet de niveau postdoctoral issu des sciences humaines et sociales. Elle pourra être amenée à participer aux activités du pôle d’expertise en lien avec les résultats de l’enquête.",IT en contrat CDD,3308,BAC+3/4,Indifférent,Chargé-e des ressources documentaires,"- Bonne connaissance du contexte français et européen de la gestion des données de la recherche et de leur interopérabilité, de leur qualité et de leur exploitation- Connaissances des standards (formats et schémas) de description des données - Méthodologie de conduite de projet - Bonnes capacités organisationnelles- Prise d’initiative - Aisance dans les relations avec des partenaires provenant de structures différentes- Sensibilité à la dimension légale des données - Connaissance des institutions culturelles aux niveaux français et européens - Connaissance des industries culturelles et créatives et du domaine de la recherche en sciences humaines et sociales - Anglais niveau B1 (cadre européen commun de référence pour les langues) Savoir-être :- Rendre compte à sa hiérarchie- Travailler en équipe- Capacité d’adaptation - Faire preuve de réactivité, de pragmatisme  - S'organiser, hiérarchiser les tâches, gérer les priorités et les délais- Adapter sa communication à ses interlocuteurs",jeudi 16 janvier 2025,01-03-2025,01-03-2025,12 mois,https://emploi.cnrs.fr/Offres/CDD/UAR3598-ARIALL-039/Default.aspx
FR2424-BARRAF0-005,Ingénieur Administrateur Système - DevOps H/F,,Mise en place d'une nouvelle infrastructure de calcul et de service mutualisée entre les plateformes ABiMS et GenOuest sur le DataCenter EskemmData.Aide à la migration des services existants.,IT en contrat CDD,3350,Doctorat,1 à 4 années,Chef-fe de projet ou expert-e en infrastructures,"Compétences techniques / expériences : Une expérience professionnelle de 2 ans serait souhaitéeConnaissance approfondie des environnements Linux (CentOS…) et techniques de virtualisationConnaissance approfondie des concepts et techniques d'architecture des systèmes et des réseauxConnaissance sur le sécurité des systèmes d'information et des architechturesConnaissance approfondie des méthodes d'authentification et des annuaires (LDAP…)Très bonne connaissance des différentes architectures matérielles et technologies de stockageTrès bonne connaissance des outils et technologies WEB (Apache, NGINX, etc.)Bonne connaissance d'au moins un langage de scripting (Python…)Connaissance générale en architecture réseau LANConnaissance générale des procédures de sécurité informatiqueConnaissance de l'outil de versionning git serait un plusConnaissance des cycles de développement en intégration continue serait un plusConnaissance d'un outil de déploiement automatique (Ansible, Salt, ...) serait un plusCompréhension de l'anglais oral et écrit Niveau B2Compétences opérationnelles : Anticiper les évolutions fonctionnelles et techniquesÉvaluer une solution informatiqueGérer la sécurité de l'informationRédiger et mettre à jour la documentation fonctionnelle et techniqueAssurer une veille technologiqueTravailler en équipeCompétences comportementales : Capacité à travailler en mode projet et en équipeRéactivité, autonomie, initiative, rigueurGérer les situations d'urgence et hiérarchiser les prioritésEsprit d’équipe et sens de la collaborationCapacité d’écoute et sens du contact.",lundi 13 janvier 2025,17-03-2025,18-02-2025,12 mois,https://emploi.cnrs.fr/Offres/CDD/FR2424-BARRAF0-005/Default.aspx
MOY1200-GERPHI-044,Chargé du partenariat et de la valorisation de la recherche (H/F),MARSEILLE 09,"La chargée ou le chargé  d’affaires assure le conseil, la réalisation, la mise en œuvre et le suivi d'opérations de partenariat et de valorisation de la recherche. Il/Elle sera notamment chargé(e) de la mise en place des partenariats avec les industriels.",IT en contrat CDD,2419,BAC+3/4,1 à 4 années,Chargé-e du partenariat et de la valorisation de la recherche,- Connaissance de l’organisation et du fonctionnement de la recherche ainsi que des domaines scientifiques et technologiques de l’établissement- Connaissance des règles et procédures dans le domaine du partenariat et de la valorisation.- Connaissance générale de la réglementation afférente au droit de la propriété intellectuelle- Connaissance générale des règles de la comptabilité et de la gestion financière publiques et privées.- Connaissance du dispositif institutionnel et financier des relations industrielles et de la valorisation de la recherche.- Droit public / Droit des contrats / Droit de la propriété intellectuelle- Maîtrise des règles de l’animation et du suivi de projets.- Élaborer des études de faisabilité- Maîtriser les logiciels courants (Excel et outils Web en particuliers) et spécifiques et exploiter des bases de données- Conduire des négociations- Elaborer un budget.- Structurer et rédiger un document d’information technique ou réglementaire.- Faire preuve de rigueur et d’organisation.- Avoir le sens du travail en équipe.- Avoir des aptitudes pédagogiques.- Informer et rendre compte à sa hiérarchie.- Anglais Niveau B2 selon cadre européen de référence en langue,mardi 17 décembre 2024,01-02-2025,16-02-2025,11 mois,https://emploi.cnrs.fr/Offres/CDD/MOY1200-GERPHI-044/Default.aspx
UMR8520-VIRHOE-005,Ingénieur de recherche (H/F)  Développement d'un banc de caractérisation sous pointes en très basse fréquence,VILLENEUVE D ASCQ,"Notre objectif est de poursuivre le développement d’un banc de caractérisation sous pointes, intégrant de l'imagerie calcique, fonctionnant en analogique, en très basse fréquence, en temps réel, et adapté à la mesure de réponses électriques émises par des cellules biologiques au sein de nouveaux systèmes neuro-biohybrides. Ces derniers permettent des communications bidirectionnelles entre neurones artificiels et des neurones vivants. Cette recherche constitue un domaine phare pour le laboratoire.  Dans ce contexte, nous recherchons une personne motivée(e), curieuse, sachant travailler à la fois en groupe et en autonomie, ayant des connaissances solides dans le domaine de l’électronique, le traitement de signal et de la caractérisation dans le domaine analogique très basse fréquence (0-10KHz). Cette offre répond pour le candidat ou la candidate à :- l’envie de travailler dans le cadre d’un projet interdisciplinaire à l’interface électronique – vivant - le souhait de relever des enjeux scientifiques - l’envie de développer un banc avec des performances à l’état de l’art international Des compétences d’adaptabilité et une appétence pour aider au développement de nouveaux concepts permettront aux collectifs de chercheurs et de chercheuses de travailler sur des applications en santé dans le but de développer des solutions palliatives à certaines maladies neurodégénératives.",IT en contrat CDD,2875,BAC+5,Indifférent,Expert-e en développement d'expérimentation,"-	Techniques et sciences de l'ingénieur (optique, mécanique, biologie) (connaissance de base)-	Techniques (électronique, contrôle/commande, instrumentation) (connaissance approfondie)-	Métrologie (connaissance approfondie) ; mesures physiques-	Techniques de présentation écrite et oraleA cela s’ajoute : -	Capacité de conceptualisation-	Sens critique-	Sens de l'organisationDes formations pourront être proposées et suivies selon les besoins et les compétences mobilisables.",lundi 9 décembre 2024,03-02-2025,10-03-2025,12 mois,https://emploi.cnrs.fr/Offres/CDD/UMR8520-VIRHOE-005/Default.aspx
UPR2940-ANNJAU-022,Tourneur Fraiseur (H/F),GRENOBLE,"L’agent effectuera la réalisation mécanique de pièces, sous-ensemble ou ensembles mécaniques pour différentes installations expérimentales de recherche. Il pourra en effectuer le montage et l’installation sur site. En fonction des compétences, l’agent pourra étendre son activité vers de la chaudronnerie fine, assemblage de pièces par brasure ou soudure TIG.",IT en contrat CDD,2405,BAC + 2,Indifférent,Assistant-e ingénieur-e en réalisation mécanique,"Connaissances générales :- Techniques d'usinage et de fabrication mécanique conventionnelles + CN (Connaissances approfondies)- Langages de programmation CN (utilisé au laboratoire : Heindenhain).- Mécanique : matériaux, tolérances, ajustements, métrologie, dessin industriel (Connaissances approfondies)- Techniques d'assemblage et de contrôle (Connaissances générales)- Bonnes connaissances des matériaux et leurs propriétés.Compétences opérationnelles :- Etablir un diagnostic et résoudre les problèmes posés par la réalisation.- Capacité à déterminer et appliquer les procédures et gammes opératoires complexes.- Posséder des connaissances générales sur la cotation fonctionnelle (tolérances géométriques) et savoir analyser un plan.- Appliquer les règles de sécurité dans l’utilisation des machines-outils.Savoir-être :- Sens organisationnel, rigueur et minutie.- Autonomie et esprit d'initiative- Curiosité, capacité à identifier ses axes de progression et à se former.- Capacité d'interactions avec différents corps de métier.- Savoir informer et rendre compte- BTS ou BAC pro en mécanique générale",lundi 6 janvier 2025,01-05-2025,01-03-2025,12 mois,https://emploi.cnrs.fr/Offres/CDD/UPR2940-ANNJAU-022/Default.aspx
